,NDVI_NW,MNDWI_NW,MNWS_NW,NDVI_SW,MNDWI_SW,MNWS_SW,NDVI_PW,MNDWI_PW,MNWS_PW
2017-01-06,0.4083924889564514,-0.5519035458564758,25.119098663330078,0.23389238119125366,-0.29202571511268616,13.256689071655273,-0.10581029206514359,0.5527902841567993,3.7744171619415283
2017-01-19,0.3951575756072998,-0.566713273525238,9.506490707397461,0.2040490061044693,-0.284837931394577,5.940379619598389,-0.10469581931829453,0.3065042793750763,2.4191176891326904
2017-02-08,0.41208580136299133,-0.4421080946922302,7.450027942657471,0.2283409833908081,-0.26107820868492126,5.656369209289551,0.045561470091342926,0.05242185667157173,3.315119743347168
2017-02-15,0.4034990668296814,-0.4811834394931793,12.857674598693848,0.23721663653850555,-0.29378610849380493,8.819565773010254,-0.053281184285879135,0.4406757354736328,3.3559999465942383
2017-02-25,0.4043141007423401,-0.4942198395729065,18.41446876525879,0.18030738830566406,0.047260116785764694,5.896551609039307,-0.3150445222854614,0.7281885147094727,2.178713321685791
2017-03-07,0.40079236030578613,-0.32510778307914734,17.704349517822266,0.16121213138103485,0.0564112551510334,7.379773139953613,-0.3138335347175598,0.7686810493469238,1.8906749486923218
2017-03-17,0.39723360538482666,-0.38005197048187256,23.151813507080078,0.17787334322929382,-0.013368974439799786,8.472482681274414,-0.38410133123397827,0.8016178011894226,1.4487963914871216
2017-03-27,0.40192824602127075,-0.4443923234939575,31.170188903808594,0.22658513486385345,0.07468585669994354,9.109217643737793,-0.16775353252887726,0.8398869633674622,0.8799996972084045
2017-03-30,0.4022184908390045,-0.44405266642570496,20.991029739379883,0.21892094612121582,-0.020791668444871902,7.869655132293701,-0.29247090220451355,0.7443838715553284,1.110529899597168
2017-04-16,0.40549391508102417,-0.5166425704956055,31.81836700439453,0.18367591500282288,-0.01910308189690113,12.561327934265137,-0.10536950081586838,0.8002225756645203,1.2818180322647095
2017-04-19,0.4119633734226227,-0.5208085775375366,8.076810836791992,0.20957796275615692,-0.10968495160341263,4.848241329193115,-0.1323809027671814,0.7016572952270508,1.0518451929092407
2017-05-09,0.40818777680397034,-0.4473870098590851,12.071380615234375,0.26522624492645264,-0.21377234160900116,7.565588474273682,-0.182047501206398,0.7100399732589722,1.3614898920059204
2017-05-16,0.4089702069759369,-0.42647868394851685,14.58979606628418,0.103211909532547,0.3802695870399475,3.587357997894287,-0.3385232090950012,0.9009878635406494,0.8225694894790649
2017-05-19,0.40022942423820496,-0.4133712351322174,11.909070014953613,0.07489004731178284,0.3661268651485443,3.073066473007202,-0.4030696153640747,0.790006160736084,1.0374698638916016
2017-06-08,0.41854289174079895,-0.49281302094459534,19.497468948364258,0.09457139670848846,0.18754364550113678,4.505209445953369,-0.2728402614593506,0.6872842311859131,0.810208797454834
2017-06-15,0.4021984040737152,-0.5300505757331848,27.683307647705078,0.031794264912605286,0.3469533324241638,5.708701133728027,-0.45998960733413696,0.9835363626480103,0.8249462842941284
2017-06-25,0.40919703245162964,-0.48092132806777954,9.86970043182373,0.0500517338514328,0.22742769122123718,4.1405487060546875,-0.43575164675712585,0.8239694833755493,1.0539048910140991
2017-06-28,0.41420087218284607,-0.530884861946106,29.402162551879883,0.04785662889480591,0.3622139096260071,6.273902893066406,-0.36521396040916443,0.9847939610481262,0.8013169765472412
2017-06-30,0.41035717725753784,-0.557496190071106,35.71188735961914,0.012613722123205662,0.32730522751808167,7.063827991485596,-0.49108025431632996,0.9657915234565735,0.7971784472465515
2017-07-05,0.4119184911251068,-0.5447834134101868,34.716636657714844,-0.004869204945862293,0.3267214000225067,6.4391374588012695,-0.5057551860809326,0.9635605216026306,0.8051764369010925
2017-07-15,0.41817706823349,-0.5287883281707764,35.51262664794922,0.12647269666194916,0.25841251015663147,8.028428077697754,-0.1776311993598938,0.8865237832069397,0.8168538212776184
2017-07-18,0.4011157751083374,-0.5732670426368713,32.462860107421875,0.022290926426649094,0.27840521931648254,7.502049922943115,-0.4766383767127991,0.9432815909385681,0.8158277869224548
2017-07-20,0.4015468955039978,-0.5494699478149414,30.460132598876953,-0.0297115258872509,0.2956113815307617,7.608078479766846,-0.6045085191726685,0.9831500053405762,0.7517997622489929
2017-07-23,0.4045906960964203,-0.48085829615592957,9.321245193481445,0.09463214129209518,0.16578006744384766,3.3747122287750244,-0.3327513635158539,0.7271522283554077,0.8386901617050171
2017-07-25,0.4049450159072876,-0.5389845967292786,29.085346221923828,0.09429287165403366,0.19341424107551575,7.949509620666504,-0.346142053604126,0.8645201325416565,0.908004641532898
2017-07-28,0.40087416768074036,-0.5584918856620789,27.737157821655273,0.013212935999035835,0.21278011798858643,7.3915114402771,-0.580562949180603,0.9133161306381226,0.7622627019882202
2017-07-30,0.38472291827201843,-0.4447409510612488,5.124168395996094,0.13712255656719208,0.11473271250724792,2.1422815322875977,-0.21084856986999512,0.6608951687812805,0.841430127620697
2017-08-02,0.396011084318161,-0.5796604752540588,42.601768493652344,0.03600166365504265,0.25840070843696594,9.781156539916992,-0.4138152301311493,0.9653248190879822,0.7924737334251404
2017-08-04,0.38827604055404663,-0.5590106248855591,29.916126251220703,-0.04344011843204498,0.2794835567474365,6.904327869415283,-0.7463395595550537,0.9854654669761658,0.8816124200820923
2017-08-09,0.38841792941093445,-0.5128688216209412,24.870943069458008,0.07928641140460968,0.1788833886384964,7.273486614227295,-0.43299922347068787,0.8311051726341248,0.8291208744049072
