,Water,Settlement,Dark soil, Bright soil,Vegetation,Agriculture,Cloud,Cloud shadow
610,1.067426,23.020224,,32.109657,10.326626,,66.42592,4.4061966
611,1.1494787,24.062809,,32.123775,10.046845,,62.81017,4.9951687
612,1.2087375,24.04372,,32.59309,10.049585,,60.638885,4.8797417
613,1.1991795,21.490635,,32.580296,8.760768,,50.357212,4.9914403
614,1.0974745,21.702711,,31.923344,8.847987,,48.311783,5.077929
615,1.1637726,16.330545,,31.895761,9.47292,,43.36204,5.2668653
616,1.1622087,16.353846,,32.60791,9.431554,,41.18723,5.3036513
617,1.1991711,13.505651,,32.6666,10.309717,,41.1604,5.45807
618,0.77711904,16.504324,,32.775314,10.322714,,42.817387,3.0874205
619,0.7974926,20.10696,,32.76536,10.430813,,48.519463,4.326255
620,0.7834577,20.070883,,32.584988,10.391746,,34.654575,4.6062813
621,0.7832173,20.164213,,32.585125,10.083754,,38.397373,5.06915
622,0.7597298,20.539785,,32.46085,10.105428,,39.21355,4.940635
623,0.7593743,21.5961,,32.451015,8.859884,,40.715004,5.0080943
624,0.7828591,21.515228,,31.352966,8.943704,,40.788868,4.988359
625,0.7768385,19.088299,,31.365562,9.44817,,40.958633,5.1951857
626,0.7852405,19.309322,,32.568115,9.377479,,41.120316,5.185807
627,0.7878223,15.416457,,32.667,10.296696,,39.87069,5.5869913
628,0.7729829,16.750463,,32.882355,10.296154,,38.5565,2.2253847
629,0.7837863,20.449436,,32.80258,10.14558,,35.023857,3.326868
630,0.7764124,20.179949,,32.58418,10.164244,,35.326298,4.0120673
631,0.78115207,20.333015,,32.603157,9.664026,,38.76321,4.7014856
632,0.7695412,20.255512,,32.450283,9.672982,,38.86033,4.565504
633,0.7654641,21.472036,,32.433765,8.92517,,40.161385,4.8851433
634,0.77629536,21.489048,,31.31472,8.996051,,40.589375,4.7726874
635,0.7909111,18.837952,,31.32464,9.985047,,40.82882,5.1995215
636,0.80474275,19.11529,,32.460228,9.9655695,,40.79462,5.1849337
637,0.76750654,15.36649,,32.545883,10.908508,,39.526756,5.4912763
638,0.8003257,16.160343,,33.022823,10.300182,,38.29117,2.0651805
639,0.7787664,16.709948,,32.96071,10.106835,,35.174175,2.7968326
640,0.8074855,16.53768,,32.488205,10.1426735,,35.754677,3.3249147
641,0.78519815,16.053726,,32.510017,9.622174,,38.90266,4.5536895
642,0.77482295,15.929938,,32.183224,9.700559,,39.621796,4.683757
643,0.8110967,18.892035,,32.168064,8.960399,,41.771637,5.017167
644,0.8302963,18.786312,,30.444376,8.970226,,42.106674,5.0086975
645,0.8037278,18.934717,,30.436562,10.054973,,42.623516,5.23678
646,0.8132494,19.250488,,32.52289,10.0766535,,42.04006,5.1642466
647,0.79194593,16.026075,,32.58728,11.00435,,40.40943,5.499516
648,0.79407674,15.854045,,32.992195,10.194683,,39.20307,1.9804872
649,0.79050815,16.626474,,32.955387,10.043743,,37.08156,2.278531
650,0.7911876,16.828918,,32.48604,10.079885,,35.15149,2.3043914
651,0.7638937,16.403786,,32.498913,9.656839,,38.89869,3.5304544
652,0.7720674,16.492477,,32.155945,9.712275,,40.188717,4.2484584
653,0.8361551,19.501987,,32.13668,9.531728,,42.889553,4.814597
654,0.7838766,18.894218,,30.450855,9.564821,,43.24987,4.8433027
655,0.79829776,18.968727,,30.440796,10.664765,,43.454063,5.058499
656,0.80217975,19.318823,,33.322174,10.61269,,42.718758,4.9449415
657,0.7819478,15.732917,,33.41552,11.291372,,41.076363,5.2216167
658,0.78808796,15.541347,,33.699158,10.182119,,39.748875,6.001211
659,0.8346233,14.525161,,33.673683,10.124756,,37.29699,6.047509
660,0.81501204,15.157395,,33.093414,10.166502,,33.210785,5.8551316
661,0.775378,14.965541,,33.085968,9.754181,,39.644794,5.930285
662,0.772002,14.746744,,32.354965,9.736445,,41.165264,5.8127537
663,0.8015785,16.870838,,32.319534,9.627606,,44.33115,5.759316
664,0.7462521,16.374136,,30.314823,9.658082,,44.5665,5.7268953
665,0.78147864,16.735344,,30.324295,10.66276,,44.228832,5.7211814
666,0.8128421,16.815289,,33.428074,10.5931015,,43.52709,5.8360133
667,0.7781308,14.496368,,33.44245,11.2127695,,41.824905,5.8224854
668,0.80395776,,,33.710648,9.796945,,40.797306,6.013756
669,0.8216686,,,33.705666,10.122696,,38.416065,1.8714918
670,0.78639317,,,33.153305,10.143735,,31.956305,2.2073364
671,0.77292997,,,33.16611,9.839968,,39.16898,2.1941824
672,0.7656772,,,32.43714,9.849505,,40.92199,2.9435728
673,0.766891,,,32.366577,9.973996,,44.193085,3.6239865
674,0.7529137,,,30.312878,9.982867,,44.22335,4.622646
675,0.7537339,,,30.308502,10.027417,,44.044746,4.621768
676,0.8204015,,,25.995695,9.957918,,43.128403,5.0865326
677,0.77958286,,,30.331375,9.358975,,41.37287,5.086173
678,0.8302216,,,30.746998,9.750244,,40.64086,5.3325005
679,0.78668517,,,27.12801,10.11618,,38.334038,5.873987
680,0.7825138,,,27.094498,10.132094,,54.478504,6.0023823
681,0.7644073,,,23.051079,9.812478,,54.867462,5.782168
682,0.7552308,,,23.021172,9.8377905,,57.155704,5.868276
683,0.7994126,,,23.427536,9.956727,,57.436962,5.923569
684,0.78744745,,,23.693287,9.972042,,55.29678,5.8729506
685,0.76005566,,,23.142748,9.937527,,54.466293,5.7674966
686,0.77029693,,,29.71391,9.956136,,49.23204,5.8279295
687,0.77066815,,,31.081387,9.330248,,46.624203,5.826816
688,0.8069769,,,31.759863,9.977743,,43.109673,5.8750343
689,0.77159774,,,26.600073,10.163189,,43.083454,6.056169
690,0.7642913,,,26.467201,10.199317,,37.09916,1.5946714
691,0.779187,,,24.09031,9.948708,,30.25637,1.8274564
692,0.7504274,,,24.044878,10.043842,,37.64684,1.7894725
693,0.79868156,,,22.007706,9.876217,,39.213726,2.2096992
694,0.7801916,,,22.042269,9.744459,,43.1709,2.349175
695,0.7743593,,,21.8841,9.706768,,43.195793,3.1875358
696,0.7882064,,,30.494207,9.771677,,43.596313,3.237181
697,0.76402617,,,30.92995,9.817047,,43.040718,3.8842175
698,0.7763899,,,31.304192,10.006022,,41.92372,4.0436296
699,0.7669516,,,26.809546,10.126763,,41.056534,4.849899
700,0.79695517,,,26.45625,10.196814,,38.279964,5.9536457
701,0.79205257,,,23.971165,9.999078,,56.87584,5.982312
702,0.76198834,,,23.90636,10.027934,,56.339664,5.778238
703,0.7612327,,,22.0833,9.810311,,58.32053,5.916598
704,0.74808604,,,22.081268,9.777579,,58.461315,5.9937587
705,0.80555546,,,21.875668,9.809419,,56.221348,5.964919
706,0.7706822,,,28.915949,9.837447,,55.16914,5.756261
707,0.7637992,,,29.297968,9.867472,,50.881554,5.7137003
708,0.60823596,,,29.382513,9.935059,,48.5522,5.809504
709,0.61207736,,,26.070864,10.084629,,43.801605,5.8382607
710,0.7036777,,,25.887102,10.13029,,43.25767,6.1145167
711,0.6987385,,,23.982157,9.998911,,37.766308,5.921324
712,0.7299181,,,23.849464,9.900107,,31.305346,5.927249
713,0.7261813,,,22.524649,10.250933,,37.720123,5.9064584
714,0.720034,,,22.52512,10.223729,,39.316753,5.957943
715,0.75445604,,,21.496368,10.447427,,42.420124,6.0939612
716,0.7164363,,,28.548744,10.525461,,42.888557,6.0551763
717,0.7207607,,,29.462193,10.621492,,43.90692,5.8672295
718,0.6322517,,,29.419796,9.967057,,43.646534,5.8049407
719,0.633096,,,26.17998,10.148848,,42.671833,5.978417
720,0.65828615,,,25.945986,10.190901,,41.727287,6.0062175
721,0.65812176,,,23.936068,9.938073,,38.416904,6.0750937
722,0.67569,,,23.778023,9.830137,,58.625618,5.9340076
723,0.64512527,,,22.743065,10.218545,,57.900345,6.064838
724,0.71128154,,,22.595892,10.1272745,,59.277714,5.9694905
725,0.7045691,,,21.508013,10.385174,,59.220966,5.997451
726,0.72421753,,,27.326305,10.458145,,57.610153,5.9693103
727,0.72151566,,,28.001371,10.574878,,56.730045,5.949899
728,0.6376529,,,28.159912,9.8107195,,54.151337,5.898662
729,0.62833875,,,26.878242,10.164839,,52.462914,5.802398
730,0.6448668,,,26.365662,10.170919,,47.651302,5.9375844
731,0.6429307,,,25.02369,10.557643,,46.965076,5.8586593
732,0.6441439,,,25.102978,10.552723,,43.034042,5.8908334
733,0.63759077,,,22.874996,11.06854,,57.960663,5.8153915
734,0.71532553,,,22.665512,11.047048,,57.900955,5.9359593
735,0.7251796,,,20.860098,11.027769,,59.441055,5.9670777
736,0.7096072,,,27.32472,11.066399,,59.22474,6.0065174
737,0.7056699,,,27.758726,10.927262,,57.377743,5.97028
738,0.573715,,,27.851067,9.850034,,56.48112,5.8775587
739,0.5702799,,,26.666784,10.158337,,54.259876,6.002919
740,0.55162853,,,26.239683,10.144051,,53.62496,6.0285735
741,0.58158815,,,24.983168,10.590096,,49.763245,6.0404572
742,0.6383831,,,25.265984,10.534361,,49.27927,5.867843
743,0.62376213,,,22.771559,11.044619,,45.503105,5.8883247
744,0.6989941,,,22.664202,11.063768,,58.040436,5.895854
745,0.6982165,,,20.868769,11.065167,,58.371044,5.932663
746,0.7052528,,,26.720837,11.08817,,59.84932,5.992454
747,0.7001608,,,28.013042,10.922164,,60.120064,5.9674125
748,0.56775934,,,28.16253,9.985104,,58.79808,6.0426135
749,0.5715936,,,28.706362,10.421814,,57.213184,5.847776
750,0.7331721,,,28.416824,10.335526,,56.33402,5.988953
751,0.7618408,,,26.406158,11.184746,,56.397533,6.0781126
752,0.64231557,,,26.624405,11.135159,,54.214718,6.03834
753,0.64446914,,,20.550774,11.305875,,53.67572,5.995923
754,0.7133925,,,20.644583,11.326713,,50.17179,6.1080837
755,0.708317,,,20.097298,11.242464,,58.528606,5.9753075
756,0.7450813,,,27.258059,11.2678585,,58.626575,6.0075374
757,0.7312173,,,28.192575,11.189574,,60.047142,5.84692
758,0.376543,,,28.70278,11.356152,,60.57618,5.7712836
759,0.88316745,,,29.12179,11.298424,,59.24428,5.721192
760,0.7901032,,,28.79496,11.304346,,58.14704,5.671838
761,0.92140836,,,26.526234,11.363159,,57.18932,5.917682
762,0.6610339,,,26.093557,11.342353,,56.81271,6.0168295
763,0.67279655,,,20.598768,11.44864,,54.86371,6.0405583
764,0.69331187,,,20.709978,11.430708,,54.339058,6.06281
765,0.6867437,,,20.063519,11.590516,,50.754395,6.168113
766,0.7249431,,,37.096195,11.669582,,59.081676,5.975074
767,0.6800976,,,37.223774,11.646357,,58.861126,5.990083
768,0.9849385,,,37.22349,11.81234,,60.080902,5.901596
769,0.98705393,,,37.688873,11.347357,,60.607513,5.923181
770,0.8181223,,,37.800014,11.2888975,,59.507046,5.8303757
771,0.44183296,,,37.637043,11.294441,,59.02604,5.7575603
772,0.6723915,,,37.561905,11.361045,,57.59855,5.882092
773,0.6581988,,,36.649864,11.3637,,56.585266,6.011391
774,0.69677305,,,36.61222,11.466137,,54.785004,6.0778494
775,0.68717575,,,36.685856,11.46372,,54.465214,6.0382133
776,0.6765381,,,37.268368,11.626189,,51.844772,6.172255
777,0.67812395,,,37.44888,11.662036,,59.83572,1.4551244
778,0.87984395,,,37.47156,11.761716,,59.329258,1.592302
779,0.85290027,,,37.924255,11.855893,,59.850178,1.5295696
780,1.0226623,,,38.012978,11.606246,,60.253147,1.4821835
781,0.47771922,,,37.708492,11.378318,,59.744137,1.5481421
782,0.693479,,,37.692844,11.427205,,59.598778,1.5326285
783,0.68240297,,,37.110634,11.421292,,57.94301,1.4727366
784,0.6959774,,,37.060776,11.404737,,56.6021,1.5998474
785,0.6992374,,,37.413246,11.466361,,54.58528,1.7592022
786,0.66171145,,,37.30882,11.47569,,54.15195,1.7081937
787,0.66334444,,,37.47471,11.673563,,51.63709,1.4741927
788,0.8652417,,,37.52936,11.752758,,59.6263,1.557262
789,0.86943716,,,37.995224,11.828182,,58.58976,1.5276744
790,1.02576,,,38.024296,11.758363,,58.39739,1.5273772
791,0.9470723,,,37.69309,11.629748,,58.685604,1.5362302
792,0.90560484,,,37.704605,11.396495,,58.849953,1.6241126
793,0.9987883,,,37.146656,11.412827,,58.7785,1.5978184
794,0.9152933,,,37.119404,11.439013,,57.557693,1.4984919
795,0.8286771,,,37.46776,11.42746,,56.224846,1.578587
796,0.84293306,,,37.815746,11.469541,,54.025322,1.6594156
797,0.87754136,,,37.9387,11.532574,,53.307465,1.4663091
798,0.86618614,,,38.0068,11.776664,,51.44917,1.5394186
799,0.93007064,,,38.424274,11.717575,,61.646374,1.5055193
800,1.0241725,,,38.446705,11.7215395,,61.62583,1.5325949
801,0.935085,,,38.24878,11.6743555,,62.28997,1.6778237
802,0.9331935,,,38.241997,11.459764,,63.167706,1.7084595
803,0.89482975,,,37.751854,11.400178,,63.76682,1.5706351
804,0.93439484,,,37.712833,11.394568,,64.41025,1.5338501
805,0.7884094,,,37.315044,11.5432415,,64.4917,1.5293517
806,0.8316552,,,37.842796,11.53468,,63.756992,1.4872411
807,0.93814266,,,37.954903,11.515009,,63.254093,1.4623808
808,0.9163525,,,38.028954,11.708527,,61.08853,1.5377512
809,0.92847645,,,38.417816,11.9839325,,62.062733,1.3992095
810,0.91691434,,,38.432224,11.8578415,,62.811092,1.5056895
811,0.9642003,,,38.269558,11.919658,,63.75293,1.5557778
812,0.91844577,,,38.298046,11.8791,,64.40313,1.4737093
813,0.9212014,,,37.793842,11.464535,,63.852116,1.4954695
814,0.9477489,,,37.68559,11.384774,,63.190754,1.4790546
815,0.7958953,,,37.276394,11.389042,,63.164967,1.4485812
816,0.8027485,,,37.89394,11.535049,,62.916565,1.4467531
817,0.8921986,,,38.154545,11.542722,,61.87254,1.4327588
818,0.9616999,,,38.248726,11.526427,,59.17479,1.5576085
819,0.9652868,,,38.337444,11.601734,,61.107533,1.3520372
820,0.94442785,,,38.3059,11.91282,,63.065426,1.4426577
821,0.85236233,,,37.713654,11.814485,,63.849457,1.5517311
822,0.79404604,,,37.714012,11.894603,,65.46881,1.4958836
823,0.8660568,,,37.26869,11.859111,,64.5408,1.5010592
824,0.82667834,,,37.238186,11.275424,,62.7487,1.5631789
825,0.948879,,,36.457508,11.376364,,62.464634,1.4846228
826,0.9397598,,,37.87274,11.379249,,59.88065,1.6391429
827,0.83149576,,,38.192913,11.635222,,58.35054,1.4052706
828,0.8762,,,38.26894,11.627972,,55.034374,1.4596287
829,0.8625063,,,38.313168,11.5906515,,60.58083,1.4412485
830,0.8060218,,,38.223938,11.690785,,62.43315,1.4060581
831,0.93310785,,,37.58675,11.902968,,63.54217,1.5303494
832,0.8280245,,,37.58426,11.7696495,,65.02732,1.441734
833,0.8106115,,,37.209373,11.906778,,64.55441,1.4268112
834,0.7675529,,,37.218586,11.907024,,63.065998,1.5067195
835,0.89839077,,,36.419506,11.255754,,61.969505,1.4391177
836,0.906399,,,37.934853,11.392802,,58.10483,1.4770901
837,0.771446,,,37.76988,11.372662,,56.77523,1.3807796
838,0.7983758,,,37.813774,11.583712,,53.727673,1.4348226
839,0.8398057,,,37.068546,11.609207,,58.188465,1.3794024
840,0.91342103,,,36.9271,11.640096,,60.74937,1.2979066
841,0.86531967,,,36.143677,11.789109,,61.789436,1.4926251
842,0.83974546,,,36.17782,11.8522625,,63.763657,1.4507905
843,0.7495069,,,35.666492,11.746992,,64.33633,1.626482
844,0.80074155,,,35.64212,11.883556,,64.62057,1.5099477
845,0.8569262,,,35.406616,11.902982,,62.253006,1.4267102
846,0.88827443,,,37.961243,11.626992,,57.075027,1.4446684
847,0.8097132,,,37.772655,11.652228,,55.724045,1.3871241
848,0.92436826,,,37.7485,11.646577,,52.416965,1.3318775
849,0.8353733,,,36.93173,11.728195,,58.06083,1.3026277
850,0.8089354,,,36.83147,11.763178,,60.601093,1.4723608
851,0.8488157,,,36.1181,11.62865,,61.38347,1.4991226
852,0.86232126,,,36.18341,11.702073,,63.575016,1.3562255
853,0.75357527,,,35.61624,11.579239,,64.279594,1.3801943
854,0.8700608,,,35.58465,11.586471,,65.325554,1.5112352
855,0.7876662,,,35.3662,11.744683,,63.483234,1.459294
856,0.826713,,,28.237293,11.722657,,57.565445,1.4601771
857,0.8068505,,,29.421835,9.411992,,55.32521,6.3768406
858,0.75400174,,,29.4508,9.5203495,,52.154648,6.265076
859,0.8206555,,,28.422932,9.384157,,55.616848,6.3303537
860,0.77335024,,,28.209171,9.370028,,58.897587,6.176052
861,0.8527441,,,26.52908,9.522484,,60.12056,6.2608733
862,0.7816552,,,26.535795,9.468762,,63.36093,6.314876
863,0.7660823,,,26.243464,9.587738,,64.15882,6.2890506
864,0.72818947,,,26.322664,9.644201,,66.354095,6.349497
865,0.81105465,,,26.083206,9.556593,,64.91986,6.309996
866,0.80461884,,,28.290834,9.515459,,59.247818,6.5562797
867,0.8408931,,,29.551975,9.732718,,57.01705,6.5392313
868,0.7520367,,,29.484821,9.742805,,53.898594,6.376629
869,0.7405202,,,28.36917,9.582644,,54.12858,6.2621837
870,0.8206618,,,28.312044,9.554341,,57.90272,6.1852746
871,0.79312205,,,26.635855,9.410871,,59.56816,6.3215604
872,0.72485054,,,26.582478,9.295888,,63.17094,6.274825
873,0.81482637,,,26.397163,9.1297655,,64.22541,6.3187385
874,0.6215366,,,26.25576,9.307543,,66.33394,6.3874626
875,0.71114916,,,25.9986,9.3855095,,64.81693,6.3349705
876,0.7574602,,,28.66658,9.170858,,59.193638,6.6745796
877,0.69976795,,,28.704073,9.678914,,57.72613,6.3580885
878,1.3714235,,,28.633625,9.829346,,55.31027,6.22519
879,1.3404118,,,27.103567,9.537096,,50.853786,6.2628093
880,1.3842431,,,27.01165,9.375009,,55.980377,6.1144395
881,1.4401276,,,26.148203,9.504349,,57.986412,6.2537527
882,1.3447742,,,26.302666,9.360684,,61.6761,5.905032
883,1.2781595,,,26.88322,9.174581,,62.927532,6.0533094
884,1.2169274,,,26.665504,9.333919,,64.0606,6.314808
885,1.3020321,,,26.243256,9.361924,,62.47329,6.252114
886,1.3996949,,,28.679855,9.227576,,57.769176,6.632244
887,1.2578726,,,28.772299,9.830333,,56.57543,6.3861246
888,1.2591748,,,28.529364,9.868773,,55.46146,6.242878
889,1.3009409,,,27.044193,9.863752,,,6.2457366
890,1.3117073,,,26.934206,9.838619,,,6.1668334
891,1.3697782,,,26.047739,9.580526,,,6.20577
892,1.3201332,,,26.158947,9.496236,,,5.9772673
893,1.3101658,,,26.68385,9.2784605,,,6.0672784
894,1.2184901,,,26.653975,9.362181,,,6.2832212
895,1.2946026,,,26.29206,9.2873,,,6.2517877
896,1.3572739,,,28.138582,9.181522,,,6.5552135
897,1.3120428,,,26.780025,9.8235035,,,6.412141
898,1.2500985,,,26.594618,9.880051,,,6.1474442
899,1.351264,,,25.18972,9.813681,,,6.116064
900,1.375933,,,25.156096,9.821879,,,6.025984
901,1.3129896,,,25.42057,9.464353,,,6.1894355
902,1.2977792,,,25.39596,9.332601,,,5.9778247
903,1.2437012,,,26.146866,9.21237,,,5.966845
904,1.2642714,,,26.270067,9.322506,,,6.142494
905,1.3282293,,,25.702744,9.304808,,,6.2254434
906,1.2235824,,,27.92493,9.152362,,,6.4627185
907,1.2870716,,,26.485664,9.750545,,,6.4658895
908,1.2714263,,,26.45242,9.817515,,,6.2785707
909,1.3030924,,,25.072693,9.921115,,,6.3644743
910,1.3038236,,,25.112906,9.966637,,,6.1561956
911,1.3398138,,,25.463888,9.514453,,,6.346955
912,1.2774065,,,25.53837,9.348866,,,6.046913
913,1.248102,,,26.256046,9.06704,,,6.023299
914,1.2588496,,,26.238636,9.192735,,,6.317672
915,1.3937788,,,25.590734,9.307891,,,6.1344576
916,1.4228363,,,27.025665,9.213291,,,6.453719
917,1.4744686,,,25.5961,9.71321,,,6.397257
918,1.4348217,,,25.579733,9.810014,,,6.244629
919,1.3533587,,,25.043344,9.829162,,,6.3900404
920,1.3567095,,,25.093302,9.9842825,,,6.15964
921,1.3324655,,,26.033028,9.413956,,,6.272226
922,1.3372483,,,26.229717,9.324622,,,6.0953884
923,1.2677152,,,26.286018,9.268943,,,6.0150604
924,1.2928572,,,26.071411,9.403547,,,6.2654457
925,1.2816638,,,25.20339,9.300342,,,6.2619915
926,1.2503798,,,27.080975,9.143024,,,6.409664
927,1.5019859,,,25.624653,9.914092,,,6.259552
928,1.9297878,,,25.637398,9.848437,,,6.3072157
929,1.572435,,,25.088448,9.666592,,,6.4765973
930,1.3347946,,,25.100803,9.857337,,,6.3334546
931,1.2711697,,,26.024416,9.243854,,,6.2636294
932,1.3187506,,,26.009579,9.129791,,,6.0636272
933,1.3761659,,,26.117523,9.039916,,,5.8747683
934,1.2732948,,,26.093655,8.963916,,,6.139109
935,1.3351504,,,25.224955,9.210728,,,6.2252812
936,1.3812021,,,24.299738,9.025431,,,6.4588275
937,1.3093305,,,25.048283,9.956655,,,
938,1.4502666,,,25.0712,9.953794,,,
939,1.5338613,,,25.552399,9.765318,,,
940,1.4025785,,,25.549103,9.705441,,,
941,1.3164787,,,25.369003,9.303087,,,
942,1.2643272,,,25.38999,9.208771,,,
943,1.3174536,,,25.408382,8.922221,,,
944,1.4400623,,,25.362513,8.884893,,,
945,1.3272501,,,25.391708,9.08729,,,
946,1.3027333,,,24.85055,8.919701,,,
947,1.4214553,,,25.368885,11.285799,,,
948,1.3566635,,,25.36891,11.35957,,,
949,1.3628874,,,25.524694,11.419292,,,
950,1.3837291,,,25.506174,11.37444,,,
951,1.2885514,,,25.64033,11.436589,,,
952,1.3864067,,,25.697437,11.505101,,,
953,1.3080143,,,25.66491,11.7296505,,,
954,1.2966928,,,25.632196,11.716582,,,
955,1.3490701,,,25.552488,11.818812,,,
956,1.3190622,,,24.830435,11.839496,,,
957,1.3525141,,,25.365604,11.432029,,,
958,1.3530252,,,25.36386,11.451886,,,
959,1.3296577,,,25.542421,11.52714,,,
960,1.3569934,,,25.528507,11.521171,,,
961,1.3660066,,,25.641638,11.60278,,,
962,1.414019,,,25.684858,11.680315,,,
963,1.3273674,,,25.654497,11.834701,,,
964,1.3179926,,,25.65378,11.824733,,,
965,1.3413894,,,25.552183,11.797158,,,
966,1.3003557,,,25.448456,11.806878,,,
967,1.2751168,,,25.521307,11.39934,,,
968,1.3737731,,,25.499363,11.408291,,,
969,1.3729585,,,25.66001,11.468747,,,
970,1.3878014,,,25.656181,11.468535,,,
971,1.3996979,,,25.965359,11.647476,,,
972,1.3990228,,,26.005348,11.682642,,,
973,1.3381563,,,25.640545,11.813208,,,
974,1.3664811,,,25.636154,11.860782,,,
975,1.3964914,,,25.504786,11.856422,,,
976,1.3806436,,,25.469555,11.822364,,,
977,,,,25.53037,11.317003,,,
978,,,,25.50662,11.3250475,,,
979,,,,25.680492,11.479872,,,
980,,,,25.639778,11.463256,,,
981,,,,25.940493,11.72513,,,
982,,,,25.972904,11.75836,,,
983,,,,25.610533,12.029972,,,
984,,,,25.637331,11.969908,,,
985,,,,25.536882,11.83791,,,
986,,,,25.978394,11.822908,,,
987,,,,25.76687,11.249002,,,
988,,,,25.781342,11.278765,,,
989,,,,26.13915,11.482707,,,
990,,,,26.089108,11.470361,,,
991,,,,26.008215,11.706058,,,
992,,,,26.021662,11.776385,,,
993,,,,25.158081,11.986787,,,
994,,,,25.144753,11.966576,,,
995,,,,25.225967,11.707017,,,
996,,,,25.952974,11.707476,,,
997,,,,25.730541,11.509488,,,
998,,,,25.740221,11.547343,,,
999,,,,26.089666,11.791457,,,
1000,,,,26.07619,11.718979,,,
1001,,,,26.009752,11.941789,,,
1002,,,,26.048418,12.012882,,,
1003,,,,25.23664,12.164745,,,
1004,,,,25.187319,12.181878,,,
1005,,,,25.261374,11.958904,,,
1006,,,,26.18614,11.935261,,,
1007,,,,26.040878,11.45163,,,
1008,,,,26.037111,11.530862,,,
1009,,,,26.620428,11.749543,,,
1010,,,,26.599203,11.6708765,,,
1011,,,,26.26048,11.950237,,,
1012,,,,26.296951,12.039339,,,
1013,,,,26.02809,12.187307,,,
1014,,,,26.008034,12.1372175,,,
1015,,,,25.421036,12.026813,,,
1016,,,,34.118797,12.059828,,,
1017,,,,36.605522,11.566086,,,
1018,,,,36.75755,11.610163,,,
1019,,,,37.68987,11.933785,,,
1020,,,,37.71828,11.918941,,,
1021,,,,36.900143,12.159202,,,
1022,,,,36.788334,12.257868,,,
1023,,,,34.88826,12.240578,,,
1024,,,,34.769352,12.146415,,,
1025,,,,33.367825,11.934934,,,
1026,,,,33.233715,12.106535,,,
1027,,,,36.055668,11.71409,,,
1028,,,,36.073345,11.959923,,,
1029,,,,36.1541,11.91823,,,
1030,,,,36.896492,11.9934025,,,
1031,,,,37.043743,12.12761,,,
1032,,,,36.44005,11.887586,,,
1033,,,,36.285145,11.8412695,,,
1034,,,,34.679165,11.837146,,,
1035,,,,34.671547,11.839751,,,
1036,,,,32.51865,11.55272,,,
1037,,,,32.249302,11.706329,,,
1038,,,,36.069664,11.933591,,,
1039,,,,36.15578,11.872362,,,
1040,,,,36.246407,12.018118,,,
1041,,,,36.94601,12.186267,,,
1042,,,,37.00748,11.988547,,,
1043,,,,36.418404,11.837782,,,
1044,,,,36.28479,11.834369,,,
1045,,,,34.66492,11.876394,,,
1046,,,,34.69967,11.538591,,,
1047,,,,32.531624,11.370421,,,
1048,,,,32.147675,11.994908,,,
1049,,,,36.441284,11.935712,,,
1050,,,,36.563217,11.995432,,,
1051,,,,36.72222,12.063397,,,
1052,,,,36.79172,11.797959,,,
1053,,,,36.80235,11.828461,,,
1054,,,,36.382248,11.744469,,,
1055,,,,36.241543,11.6949215,,,
1056,,,,34.711864,11.411495,,,
1057,,,,34.6986,11.444121,,,
1058,,,,31.469118,12.024755,,,
1059,,,,31.108173,11.954008,,,
1060,,,,36.655285,11.985104,,,
1061,,,,36.724884,12.0815325,,,
1062,,,,36.743668,11.779036,,,
1063,,,,36.76944,11.782693,,,
1064,,,,36.846325,11.722901,,,
1065,,,,36.441788,11.656238,,,
1066,,,,36.272945,11.408809,,,
1067,,,,34.81923,11.127079,,,
1068,,,,34.715744,11.468044,,,
1069,,,,31.36973,11.403397,,,
1070,,,,30.992868,11.883245,,,
1071,,,,37.213104,11.900449,,,
1072,,,,36.993896,11.8635435,,,
1073,,,,36.98016,11.820543,,,
1074,,,,37.14645,11.626913,,,
1075,,,,37.19024,11.64661,,,
1076,,,,36.72122,11.334854,,,
1077,,,,36.610355,11.161633,,,
1078,,,,34.419567,11.52786,,,
1079,,,,34.27442,11.494854,,,
1080,,,,30.835629,11.905212,,,
1081,,,,30.399075,11.895129,,,
1082,,,,37.084755,11.85309,,,
1083,,,,36.894634,11.881981,,,
1084,,,,37.011066,11.654844,,,
1085,,,,37.15804,11.655128,,,
1086,,,,37.161407,11.352685,,,
1087,,,,36.638855,11.002062,,,
1088,,,,36.530865,11.047992,,,
1089,,,,34.3466,11.02803,,,
1090,,,,34.213715,11.708485,,,
1091,,,,30.844732,11.699367,,,
1092,,,,30.405998,11.951307,,,
1093,,,,37.288467,11.984701,,,
1094,,,,37.494534,11.775434,,,
1095,,,,37.65358,11.687572,,,
1096,,,,37.77034,11.44383,,,
1097,,,,37.710197,11.131007,,,
1098,,,,36.476414,11.146386,,,
1099,,,,36.374638,11.087412,,,
1100,,,,33.63882,11.755759,,,
1101,,,,33.582047,11.644005,,,
1102,,,,30.454159,11.94889,,,
1103,,,,29.951881,11.955908,,,
1104,,,,,11.689736,,,
1105,,,,,11.647508,,,
1106,,,,,11.441101,,,
1107,,,,,9.414241,,,
1108,,,,,9.357507,,,
1109,,,,,9.510585,,,
1110,,,,,9.541122,,,
1111,,,,,9.455145,,,
1112,,,,,9.56024,,,
1113,,,,,9.463654,,,
1114,,,,,9.451682,,,
1115,,,,,9.309965,,,
1116,,,,,9.276711,,,
1117,,,,,9.667823,,,
1118,,,,,9.576509,,,
